primary_threshold,secondary_threshold,macro_f1,macro_precision,macro_recall,micro_f1,micro_precision,micro_recall,accuracy,sample_f1,sample_precision,sample_recall,avg_assignments,n_predictions,n_samples_with_predictions,n_correct_predictions
0.30000000000000004,0.49999999999999994,0.3814885168621614,0.44011769607966716,0.38074069725352266,0.452599939885783,0.46991636499812756,0.4365143784786642,0.4365143784786642,0.4365143784786642,0.4365143784786642,0.4365143784786642,0.9289192949907236,17248,9794,7529
0.30000000000000004,0.5499999999999999,0.38162230697711097,0.3963001870397186,0.4400096570705668,0.4578673009767701,0.40624158060170634,0.5245245825602969,0.5245245825602969,0.5245245825602969,0.5245245825602969,0.5245245825602969,1.2911641929499071,17248,12655,9047
0.30000000000000004,0.5999999999999999,0.35472724542467454,0.36460082949982536,0.4523122086432527,0.4295701651853649,0.34664531055347925,0.5646451762523191,0.5646451762523191,0.5646451762523191,0.5646451762523191,0.5646451762523191,1.6288845083487942,17248,14921,9739
0.30000000000000004,0.6499999999999999,0.3017869054426233,0.3342648535914598,0.40725647149441324,0.3677681769431572,0.2824769187727315,0.5268436920222634,0.5268436920222634,0.5268436920222634,0.5268436920222634,0.5268436920222634,1.8650858070500929,17248,16260,9087
0.30000000000000004,0.7,0.24343285841419018,0.3184881346325016,0.33475913717132505,0.2923468797036008,0.21909527390524672,0.4391813543599258,0.4391813543599258,0.4391813543599258,0.4391813543599258,0.4391813543599258,2.004522263450835,17248,16960,7575
0.30000000000000004,0.7499999999999999,0.18913776168070412,0.33766696323132317,0.2597258245593989,0.21350952254742342,0.15851464552763253,0.3269364564007421,0.3269364564007421,0.3269364564007421,0.3269364564007421,0.3269364564007421,2.0625,17248,17199,5639
0.30000000000000004,0.7999999999999998,0.14340581361539914,0.39292086568989393,0.20570938296877148,0.15355635925256178,0.11372767857142857,0.23631725417439703,0.23631725417439703,0.23631725417439703,0.23631725417439703,0.23631725417439703,2.0779220779220777,17248,17247,4076
0.3500000000000001,0.39999999999999997,0.2757806356954209,0.5273825711479887,0.20518895078916888,0.32408312438910375,0.6068756963234124,0.22106910946196662,0.22106910946196662,0.22106910946196662,0.22106910946196662,0.22106910946196662,0.36427411873840443,17248,4437,3813
0.3500000000000001,0.44999999999999996,0.3487782596104341,0.47888313355943146,0.3058391957882345,0.40883276306042543,0.5220250427889379,0.3359809833024119,0.3359809833024119,0.3359809833024119,0.3359809833024119,0.3359809833024119,0.643610853432282,17248,6955,5795
0.3500000000000001,0.49999999999999994,0.3901909153526288,0.4329682283747709,0.4014351439994814,0.4556756128732427,0.45657741559953435,0.4547773654916512,0.4547773654916512,0.4547773654916512,0.4547773654916512,0.4547773654916512,0.9960575139146568,17248,9794,7844
0.3500000000000001,0.5499999999999999,0.3967392207319707,0.395058233945841,0.4706191164902947,0.4649157002241497,0.40094973945200874,0.5531655844155844,0.5531655844155844,0.5531655844155844,0.5531655844155844,0.5531655844155844,1.3796382189239331,17248,12655,9541
0.3500000000000001,0.5999999999999999,0.3771314827053085,0.3687744142086747,0.49045064715360587,0.44224225927186117,0.3492074153680817,0.6028525046382189,0.6028525046382189,0.6028525046382189,0.6028525046382189,0.6028525046382189,1.7263450834879406,17248,14921,10398
0.3500000000000001,0.6499999999999999,0.33551343393076116,0.34834035516077694,0.45382512429829724,0.3884858321763107,0.29310395703620645,0.5758928571428571,0.5758928571428571,0.5758928571428571,0.5758928571428571,0.5758928571428571,1.9648075139146568,17248,16260,9933
